Name,SIC,BVD,Industry
CAPSAVE FINANCE PRIVATE LIMITED,6111.0,IN0000405808,"Finance, Insurance, and Real Estate"
CAPTAIN POLYPLAST LIMITED,4971.0,IN103101FI,"Transportation, Communications, Electric, Gas, and Sanitary Services"
CAREERNET TECHNOLOGIES PRIVATE LIMITED,8742.0,IN0001916971,Services
CARGILL BUSINESS SERVICES INDIA PRIVATE LIMITED,8742.0,IN0001919066,Services
CARTRADE TECH LIMITED,7389.0,IN0007687185,Services
CASHPOR FINANCIAL AND TECHNICAL SERVICES PRIVATE LIMITED,6019.0,IN0001929741,"Finance, Insurance, and Real Estate"
CASTLE SHIPS PRIVATE LIMITED,3731.0,IN0002618113,Manufacturing
CELEBI AIRPORT SERVICES INDIA PRIVATE LIMITED,4789.0,IN0001948575,"Transportation, Communications, Electric, Gas, and Sanitary Services"
CELEX TECHNOLOGIES PRIVATE LIMITED,3999.0,IN0001950739,Manufacturing
CENTAUR PHARMACEUTICALS PRIVATE LIMITED,2834.0,IN0001954948,Manufacturing
CENTRAL DATA SYSTEMS PRIVATE LIMITED,7375.0,IN0001956604,Services
CENTURY PHARMACEUTICALS LIMITED,2834.0,IN0001963186,Manufacturing
CEPHEID INDIA PRIVATE LIMITED,3841.0,IN0013515316,Manufacturing
CESSNA GARDEN DEVELOPERS PRIVATE LIMITED,8062.0,IN0002027986,Services
CFM ASSET RECONSTRUCTION PRIVATE LIMITED,6019.0,IN0015212893,"Finance, Insurance, and Real Estate"
CHAKIAT AGENCIES PRIVATE LIMITED,5199.0,IN0001977982,Wholesale Trade
CHAKIAT SHIPPING SERVICES PRIVATE LIMITED,4789.0,IN0001978039,"Transportation, Communications, Electric, Gas, and Sanitary Services"
CHANDAK LABORATORIES PRIVATE LIMITED,2834.0,IN0002000539,Manufacturing
CHARNOCK HOSPITALS PRIVATE LIMITED,8062.0,IN0002025739,Services
CHEGG INDIA PRIVATE LIMITED,8211.0,IN0002130315,Services
CHEMVEDA LIFE SCIENCES INDIA PRIVATE LIMITED,2834.0,IN0002054075,Manufacturing
CHERYL LABORATORIES PVT LTD,2834.0,IN0002061916,Manufacturing
CHETAK ENTERPRISES LIMITED,4911.0,IN0002062745,"Transportation, Communications, Electric, Gas, and Sanitary Services"
CHHEDA SPECIALITIES FOODS PRIVATE LIMITED,2099.0,IN0010258529,Manufacturing
CHORARIA INDUSTRIES PRIVATE LIMITED,5085.0,IN0010361124,Wholesale Trade
CHROMO LABORATORIES INDIA PRIVATE LIMITED,2834.0,IN0010364589,Manufacturing
CIENA COMMUNICATIONS INDIA PRIVATE LIMITED,7389.0,IN0002070275,Services
CIENA INDIA PRIVATE LIMITED,7371.0,IN0002070294,Services
CII GUARDIAN INTERNATIONAL LIMITED,3559.0,IN0000400929,Manufacturing
CIRIA INDIA LIMITED,7389.0,IN0000264652,Services
CITCO SHARED SERVICES (INDIA) PRIVATE LIMITED,7389.0,IN0016257724,Services
CIVTECT INDIA PVT LTD,5199.0,IN0002092836,Wholesale Trade
CLAD METAL INDIA PRIVATE LIMITED,3694.0,IN0002094442,Manufacturing
CLIFFORD CHANCE BUSINESS SERVICES PRIVATE LIMITED,5734.0,IN0009513854,Retail Trade
CLIFTON EXPORT PRIVATE LIMITED,2326.0,IN0002112305,Manufacturing
CME INDIA PRIVATE LIMITED,7389.0,IN0015158986,Services
CMS INFO SYSTEMS LIMITED,6141.0,IN37350FI,"Finance, Insurance, and Real Estate"
COCHIN MINERALS AND RUTILE LIMITED,2819.0,IN31033FI,Manufacturing
COCHIN SHIPYARD LIMITED,3731.0,IN111222FI,Manufacturing
COFORGE BUSINESS PROCESS SOLUTIONS PRIVATE LIMITED,7371.0,IN0005986109,Services
COFORGE DPA PRIVATE LIMITED,7371.0,IN0003738029,Services
COHESITY INDIA PRIVATE LIMITED,7371.0,IN0013847869,Services
COLORBAND DYESTUFF PRIVATE LIMITED,2819.0,IN0010262717,Manufacturing
COMMVAULT SYSTEMS (INDIA) PRIVATE LIMITED,7371.0,IN0010171795,Services
COMPANY3 METHOD INDIA PRIVATE LIMITED,4832.0,IN0002423347,"Transportation, Communications, Electric, Gas, and Sanitary Services"
COMPUCOM-CSI SYSTEMS INDIA PRIVATE LIMITED,7371.0,IN0010381255,Services
CONCENTRIX CATALYST TECHNOLOGIES PRIVATE LIMITED,7371.0,IN0013476077,Services
CONCORD ENVIRO SYSTEMS LIMITED,1799.0,IN0010262463,Construction
CONOR GRANITO PRIVATE LIMITED,3269.0,IN0016706445,Manufacturing
CONTINUUM GREEN ENERGY (INDIA) PRIVATE LIMITED,4911.0,IN0014182281,"Transportation, Communications, Electric, Gas, and Sanitary Services"
COPERION IDEAL PRIVATE LIMITED,3559.0,IN0010355214,Manufacturing
CORAL DRUGS PRIVATE LIMITED,7389.0,IN0010349235,Services
CORONA REMEDIES PRIVATE LIMITED,2834.0,IN0010289922,Manufacturing
CORRTECH INTERNATIONAL LIMITED,3562.0,IN0010347375,Manufacturing
CORTEVA AGRISCIENCE SEEDS PRIVATE LIMITED,191.0,IN0000238801,Unknown
CORVINE CHEMICALS AND PHARMACEUTICALS PRIVATE LIMITED,8062.0,IN0010286644,Services
COSMOS MAYA INDIA PRIVATE LIMITED,7299.0,IN0011381973,Services
COVALENT LABORATORIES PRIVATE LIMITED,2834.0,IN0010172192,Manufacturing
CRD FOODS PRIVATE LIMITED,2091.0,IN0002134505,Manufacturing
CREATIVE GARMENTS PRIVATE LIMITED,2326.0,IN0002141574,Manufacturing
CREATIVE NEWTECH LIMITED,5734.0,IN39039FI,Retail Trade
CREDENCE RESOURCE MANAGEMENT PRIVATE LIMITED,8721.0,IN0011746732,Services
CREDIT SUISSE SECURITIES (INDIA) PRIVATE LIMITED,6111.0,INFEB10403,"Finance, Insurance, and Real Estate"
CRIF HIGH MARK CREDIT INFORMATION SERVICES PRIVATE LIMITED,8743.0,IN0000564245,Services
CROSSLAY REMEDIES LIMITED,2834.0,IN0002165097,Manufacturing
CSC E-GOVERNANCE SERVICES INDIA LIMITED,7389.0,IN0002179651,Services
CSG SYSTEMS INTERNATIONAL (INDIA) PRIVATE LIMITED,7371.0,IN0003745927,Services
CTRL S DATACENTERS LIMITED,7371.0,IN0002183212,Services
CTX LIFESCIENCES PRIVATE LIMITED,2834.0,IN0002183449,Manufacturing
CUBE HIGHWAYS AND TRANSPORTATION ASSETS ADVISORS PRIVATE LIMITED,8742.0,IN0013935779,Services
CUBIC TRANSPORTATION SYSTEMS (INDIA) PRIVATE LIMITED,4212.0,IN0002184663,"Transportation, Communications, Electric, Gas, and Sanitary Services"
CYBAGE SOFTWARE PRIVATE LIMITED,7371.0,IN0002193879,Services
CYGNET INFOTECH PRIVATE LIMITED,7371.0,IN0002199188,Services
D B POWER LIMITED,4911.0,IN0009296674,"Transportation, Communications, Electric, Gas, and Sanitary Services"
D K PHARMA CHEM PRIVATE LIMITED,2834.0,IN0009300701,Manufacturing
D P F TEXTILES PRIVATE LIMITED,2211.0,IN0009303321,Manufacturing
DAEBU AUTOMOTIVE SEAT INDIA PRIVATE LIMITED,5999.0,IN0002210329,Retail Trade
DAHUA TECHNOLOGY INDIA PRIVATE LIMITED,7389.0,IN0016019012,Services
DAIDO KOGYO INDIA PRIVATE LIMITED,5085.0,IN0002215488,Wholesale Trade
DANIEL MEASUREMENT SOLUTIONS PRIVATE LIMITED,4922.0,IN0000023771,"Transportation, Communications, Electric, Gas, and Sanitary Services"
DARK MATTER TECHNOLOGIES INDIA PRIVATE LIMITED,7371.0,IN0009531762,Services
DARWIN PLATFORM INFRASTRUCTURE LIMITED,1799.0,IN0002245819,Construction
DASARATHI NAIK AND ENGINEERS PRIVATE LIMITED,1629.0,IN0017827074,Construction
DASSAULT AIRCRAFT SERVICES INDIA PRIVATE LIMITED,8742.0,IN0002251596,Services
DASSAULT SYSTEMES GLOBAL SERVICES PRIVATE LIMITED,7375.0,IN0013855003,Services
DASSAULT SYSTEMES SOLUTIONS LAB PRIVATE LIMITED,7375.0,IN116909FI,Services
DAVAT BEVERAGES PRIVATE LIMITED,2084.0,IN0071549431,Manufacturing
DBL VENTURES PRIVATE LIMITED,5085.0,IN0002273072,Wholesale Trade
DBS TECHNOLOGY SERVICES INDIA PRIVATE LIMITED,7374.0,IN0016559702,Services
DBXENTO SYSTEMS PRIVATE LIMITED,8742.0,IN0002274015,Services
DEEM ROLL-TECH LIMITED,3312.0,IN0002298058,Manufacturing
DEEPAK NITRITE LIMITED,2899.0,IN31252FI,Manufacturing
DEEPAK NOVOCHEM TECHNOLOGIES LIMITED,2819.0,IN0002305092,Manufacturing
DEEPAK PHENOLICS LIMITED,2819.0,IN0002303624,Manufacturing
DELHI AIRPORT PARKING SERVICES PRIVATE LIMITED,4789.0,IN0002318966,"Transportation, Communications, Electric, Gas, and Sanitary Services"
DELHI CARGO SERVICE CENTER PRIVATE LIMITED,7389.0,IN0002319294,Services
DELL'ORTO INDIA PRIVATE LIMITED,3694.0,IN0002341708,Manufacturing
DELOITTE SUPPORT SERVICES INDIA PRIVATE LIMITED,8721.0,IN0002479211,Services
DELOITTE TAX SERVICES INDIA PRIVATE LIMITED,8742.0,IN0002479225,Services
DEMBLA VALVES LTD,3561.0,IN0002327862,Manufacturing
DENTSU WEBCHUTNEY PRIVATE LIMITED,7389.0,IN0004972044,Services
DEVANS MODERN BREWERIES LIMITED,2085.0,IN0000233003,Manufacturing
DEVI FISHERIES LIMITED,912.0,IN0000244948,Public Administration
DEVPRABHA CONSTRUCTION PRIVATE LIMITED,6531.0,IN0001435978,"Finance, Insurance, and Real Estate"
DFPL INDUSTRIES PRIVATE LIMITED,7389.0,IN0002369381,Services
DHANANJAY AUTO CRAFT PRIVATE LIMITED,3799.0,IN0015357759,Manufacturing
DHANANJAY METAL CRAFT PRIVATE LIMITED,3542.0,IN0004311628,Manufacturing
DHARAMRAJ CONTRACTS INDIA PRIVATE LIMITED,1799.0,IN0002436592,Construction
DHARASHIV SAKHAR KARKHANA LIMITED,2061.0,IN0002439326,Manufacturing
DHARIWAL INDUSTRIES PRIVATE LIMITED,3499.0,IN0002441431,Manufacturing
DHARIWAL INFRASTRUCTURE LIMITED,6512.0,IN0002441478,"Finance, Insurance, and Real Estate"
DHARMA PRODUCTIONS PRIVATE LIMITED,7812.0,IN0002442687,Services
DHIPL PROJECTS PRIVATE LIMITED,7336.0,IN0002293127,Services
DIAGEO BUSINESS SERVICES INDIA PRIVATE LIMITED,7389.0,IN0015441306,Services
DIAMINES & CHEMICALS LIMITED,2899.0,IN32673FI,Manufacturing
DIAMOND ROLLER FLOUR MILLS PVT LTD,2041.0,IN0002405926,Manufacturing
DIGAMBER CAPFIN LTD,6111.0,IN0002418247,"Finance, Insurance, and Real Estate"
DIMPLE PACKAGING PRIVATE LIMITED,2652.0,IN0002453201,Manufacturing
DIPTY LAL JUDGE MAL PVT LTD,5999.0,IN0002471244,Retail Trade
DISPOSAFE HEALTH AND LIFE CARE LIMITED,3321.0,IN0002486204,Manufacturing
DISYS INDIA PRIVATE LIMITED,7375.0,IN0002486724,Services
DIVYA CAPITAL ONE PRIVATE LIMITED,6111.0,IN0002493634,"Finance, Insurance, and Real Estate"
DMI HOUSING FINANCE PRIVATE LIMITED,6019.0,IN0007866088,"Finance, Insurance, and Real Estate"
DMI INNOVATIONS PRIVATE LIMITED,7375.0,IN0007865922,Services
DONGSUNG PRECISION COMPANY PRIVATE LIMITED,5013.0,IN0007813441,Wholesale Trade
DONNA INTERNATIONAL PRIVATE LIMITED,2434.0,IN0007813436,Manufacturing
DP WORLD MULTIMODAL LOGISTICS HYDERABAD PRIVATE LIMITED,4225.0,IN0010172396,"Transportation, Communications, Electric, Gas, and Sanitary Services"
DPS CONTRACTORS PRIVATE LIMITED,8721.0,IN0007797642,Services
DR REDDY'S LABORATORIES LIMITED,2834.0,IN30131FI,Manufacturing
DR.KAMAKSHI MEMORIAL HOSPITAL PRIVATE LIMITED,8062.0,IN0002511174,Services
DRG ANALYTICS & INSIGHTS PRIVATE LIMITED,7389.0,IN0014809838,Services
DTCC ENTERPRISE SERVICES INDIA PRIVATE LIMITED,7375.0,IN0014250713,Services
DUKE PIPES PRIVATE LIMITED,3069.0,IN0002783229,Manufacturing
DUSTERS TOTAL SOLUTIONS SERVICES PRIVATE LIMITED,7389.0,IN0002791576,Services
DYNAMIC TECHNO MEDICALS PRIVATE LIMITED,3841.0,IN0002552211,Manufacturing
EAGLEBURGMANN INDIA PRIVATE LIMITED,3559.0,IN0000244782,Manufacturing
EAPRO GLOBAL LIMITED,3691.0,IN0007863746,Manufacturing
EARNEST TOWERS PRIVATE LIMITED,6531.0,IN0007862765,"Finance, Insurance, and Real Estate"
EAST HOOGHLY POLYPLAST PRIVATE LIMITED,3089.0,IN0007854577,Manufacturing
EAST INDIA COMMODITIES PRIVATE LIMITED,6531.0,IN0007854126,"Finance, Insurance, and Real Estate"
EBIXCASH LIMITED,7375.0,IN0007831999,Services
ECI TELECOM INDIA PRIVATE LIMITED,4899.0,IN0007784138,"Transportation, Communications, Electric, Gas, and Sanitary Services"
ECO PROTECTION ENGINEERS PRIVATE LIMITED,4941.0,IN0007779924,"Transportation, Communications, Electric, Gas, and Sanitary Services"
ECONOMIC EXPLOSIVES LIMITED,2899.0,IN0000243034,Manufacturing
EDUSPARK INTERNATIONAL PRIVATE LIMITED,8221.0,IN0002805071,Services
EENADU TELEVISION PRIVATE LIMITED,7812.0,IN0011505808,Services
EFKON INDIA PRIVATE LIMITED,7375.0,IN0002570629,Services
EISAI PHARMACEUTICALS INDIA PRIVATE LIMITED,2834.0,IN0002573819,Manufacturing
EKI ENERGY SERVICES LIMITED,8748.0,IN002037625IND,Services
EKLAVAYA STONE & MINES PRIVATE LIMITED,1411.0,IN0007899462,Mining
EKSTEP FOUNDATION,7389.0,IN0013922228,Services
ELDECO INFRASTRUCTURE AND PROPERTIES LIMITED,7389.0,IN0000228577,Services
ELDECO SOHNA PROJECTS LIMITED,1629.0,IN0000383648,Construction
ELDYNE ELECTRO-SYSTEMS PVT LTD,3672.0,IN0007911971,Manufacturing
ELECTRODRIVE POWERTRAIN SOLUTIONS PRIVATE LIMITED,7389.0,IN0017627486,Services
ELEGANZ INTERIORS LIMITED,8742.0,IN0007922059,Services
ELEMENT14 INDIA PRIVATE LIMITED,3571.0,IN0007923249,Manufacturing
ELENTEC INDIA PRIVATE LIMITED,3672.0,IN0006654991,Manufacturing
ELICA PB WHIRLPOOL KITCHEN APPLIANCES PRIVATE LIMITED,3631.0,IN0007927584,Manufacturing
ELITE GREEN PRIVATE LIMITED,191.0,IN0007930767,Unknown
ELLENBARRIE INDUSTRIAL GASES LTD,2819.0,IN34021FI,Manufacturing
ELLUCIAN HIGHER EDUCATION SYSTEMS INDIA PRIVATE LIMITED,7375.0,IN0007948333,Services
ELPPE CHEMICALS PRIVATE LIMITED,2819.0,IN0007950796,Manufacturing
ELYSIUM PHARMACEUTICALS LTD,2834.0,IN0007954205,Manufacturing
EMAMI REALTY LIMITED,6531.0,IN34331FI,"Finance, Insurance, and Real Estate"
EMCER TILES PRIVATE LIMITED,3251.0,IN0014745746,Manufacturing
EMERSON PROCESS MANAGEMENT CHENNAI PRIVATE LIMITED,7299.0,IN0000234955,Services
EMIL PHARMACEUTICAL INDUSTRIES PVT LTD,2834.0,IN0008680827,Manufacturing
ENCORE HEALTHCARE PRIVATE LIMITED,8062.0,IN0002812083,Services
ENCRAFT INDIA PRIVATE LIMITED,3089.0,IN0010428755,Manufacturing
ENGINEERS INDIA LIMITED,8711.0,IN30589FI,Services
ENHANCED SOFTWARE SOLUTIONS PRIVATE LIMITED,7375.0,IN0008701956,Services
ENRICH ENERGY PRIVATE LIMITED,4911.0,IN0008709538,"Transportation, Communications, Electric, Gas, and Sanitary Services"
ENTERPRISEDB SOFTWARE INDIA PRIVATE LIMITED,7375.0,IN0008714035,Services
ENVIRI INDIA SERVICES PRIVATE LIMITED,7371.0,IN0003524379,Services
ENVOGUE FURNISHINGS INDIA PRIVATE LIMITED,7336.0,IN0008720432,Services
EON KHARADI INFRASTRUCTURE PRIVATE LIMITED,1629.0,IN0007762857,Construction
ESHAN MINERALS PRIVATE LIMITED,3241.0,IN0002605877,Manufacturing
ESSAR POWER TRANSMISSION COMPANY LIMITED,4911.0,IN0002621942,"Transportation, Communications, Electric, Gas, and Sanitary Services"
ESTANCIA IT PARK PRIVATE LIMITED,1611.0,IN0000312195,Construction
ESTHETIC FINVEST PVT LTD,6159.0,IN0002654838,"Finance, Insurance, and Real Estate"
ETC AGRO PROCESSING (INDIA) PRIVATE LIMITED,5141.0,IN0002594093,Wholesale Trade
ETL POWER SERVICES LIMITED,1799.0,IN0002603979,Construction
EUROFLEX TRANSMISSIONS (INDIA) PRIVATE LIMITED,3669.0,IN0002663855,Manufacturing
EURONET SERVICES INDIA PRIVATE LIMITED,6021.0,IN0002664494,"Finance, Insurance, and Real Estate"
EVONIK CATALYSTS INDIA PRIVATE LIMITED,2819.0,IN0008407527,Manufacturing
EXELA TECHNOLOGIES INDIA PRIVATE LIMITED,4899.0,IN0005674022,"Transportation, Communications, Electric, Gas, and Sanitary Services"
EXIMIIUS AUTOCOMPS PRIVATE LIMITED,3542.0,IN0012310243,Manufacturing
EXPEDIA ONLINE TRAVEL SERVICES INDIA PRIVATE LIMITED,4724.0,IN0002714638,"Transportation, Communications, Electric, Gas, and Sanitary Services"
EXPERION TECHNOLOGIES (INDIA) PRIVATE LIMITED,7371.0,IN0002715206,Services
EXPERIS IT PRIVATE LIMITED,7375.0,IN0001149649,Services
EXPRESSWAY SERVICES PRIVATE LIMITED,8721.0,IN0002722641,Services
EXTREME NETWORKS INDIA PRIVATE LIMITED,7375.0,IN0002724845,Services
EXXONMOBIL SERVICES & TECHNOLOGY PRIVATE LIMITED,7389.0,IN0014808045,Services
EZENTECH (INDIA) PRIVATE LIMITED,3631.0,IN0002727066,Manufacturing
EZESOFTWARE INDIA PRIVATE LIMITED,7371.0,IN0014364291,Services
FACEBOOK INDIA ONLINE SERVICES PRIVATE LIMITED,7375.0,IN0002822131,Services
FAIR EXPORTS (INDIA) PRIVATE LIMITED,5085.0,IN0002734793,Wholesale Trade
FAIR ISAAC INDIA SOFTWARE PRIVATE LIMITED,7371.0,IN0002735235,Services
FAIRMACS SHIPSTORES PRIVATE LIMITED,5962.0,IN0002738648,Retail Trade
FAIVELEY TRANSPORT RAIL TECHNOLOGIES INDIA PRIVATE LIMITED,3569.0,IN0000238181,Manufacturing
FASTRACK DEALCOMM PRIVATE LIMITED,5199.0,IN0002544094,Wholesale Trade
FAZE THREE LIMITED,5719.0,IN31679FI,Retail Trade
FEEDBACK POWER OPERATIONS & MAINTENANCE SERVICES PRIVATE LIMITED,4939.0,IN0002828489,"Transportation, Communications, Electric, Gas, and Sanitary Services"
FEEGRADE & CO PVT LTD,1222.0,IN0002828632,Mining
FIDELITY INFORMATION SERVICES INDIA PRIVATE LIMITED,7371.0,IN0002841243,Services
FIERY DIGITAL IMAGING INDIA PRIVATE LIMITED,4899.0,IN0001156234,"Transportation, Communications, Electric, Gas, and Sanitary Services"
FIL INDIA BUSINESS AND RESEARCH SERVICES PRIVATE LIMITED,6019.0,IN0002844554,"Finance, Insurance, and Real Estate"
FILTRUM AUTOCOMP PRIVATE LIMITED,3694.0,IN0002846782,Manufacturing
FINAR LIMITED,2834.0,IN0002848452,Manufacturing
FIRST DATA (INDIA) PRIVATE LIMITED,4899.0,IN0002865077,"Transportation, Communications, Electric, Gas, and Sanitary Services"
FLEUR HOTELS PRIVATE LIMITED,7021.0,IN0002883707,Services
FLORESSENCE PERFUMES PRIVATE LIMITED,2841.0,IN0002890845,Manufacturing
FLUID CONTROLS PVT LTD,3561.0,IN0002895572,Manufacturing
FMC TECHNOLOGIES INDIA PRIVATE LIMITED,3523.0,IN0002900335,Manufacturing
FNF INDIA PRIVATE LIMITED,7375.0,IN0002900957,Services
FOCUS COMPUTERS PRIVATE LIMITED,7374.0,IN0002902145,Services
FORCEPOINT SOFTWARE CONSULTING INDIA PRIVATE LIMITED,7371.0,IN0004974906,Services
FORTITUDE STAINLESS PRIVATE LIMITED,8111.0,IN0001449665,Services
FOUR STAR INTERNATIONAL LIMITED,2299.0,IN0002935343,Manufacturing
FOURKITES INDIA PRIVATE LIMITED,7389.0,IN0014920153,Services
FREDUN PHARMACEUTICALS LIMITED,2834.0,IN117199FI,Manufacturing
FREELANCE FISH MEAL AND OIL PRIVATE LIMITED,912.0,IN0015997355,Public Administration
FRONTIER ALLOY STEELS LIMITED,3312.0,IN0007309167,Manufacturing
FRONTIER SPRINGS LIMITED,3493.0,IN31182FI,Manufacturing
G R INFRAPROJECTS LIMITED,1629.0,IN0009322103,Construction
G. R. ENGINEERING PRIVATE LIMITED,6159.0,IN0014301099,"Finance, Insurance, and Real Estate"
G.M. EXIM PRIVATE LIMITED,5093.0,IN0010441556,Wholesale Trade
G.T. JAYANTI AGROCHEM (INDIA) PRIVATE LIMITED,5199.0,IN0014619961,Wholesale Trade
GALVANO INDIA PRIVATE LIMITED,3312.0,IN0003016267,Manufacturing
GANESH BENZOPLAST LIMITED,2899.0,IN32097FI,Manufacturing
GANESH PARK CENTRE PRIVATE LIMITED,7389.0,IN0011846585,Services
GAP IT SERVICES INDIA PRIVATE LIMITED,7389.0,IN0016704217,Services
GEETANJALI TRADING AND INVESTMENTS PRIVATE LIMITED,6159.0,IN0000281916,"Finance, Insurance, and Real Estate"
GELTEC PRIVATE LIMITED,2834.0,IN0003103403,Manufacturing
GEMINI EDIBLES & FATS INDIA LIMITED,2021.0,IN0000280852,Manufacturing
GEMINI ENGI-FAB PRIVATE LIMITED,3398.0,IN0003107334,Manufacturing
GENERAL POLYTEX PRIVATE LIMITED,2299.0,IN0001455922,Manufacturing
GENESYS TELECOM LABS INDIA PRIVATE LIMITED,7371.0,IN0003119282,Services
GEP SOLUTIONS PRIVATE LIMITED,7375.0,IN0003135598,Services
GERMAN REMEDIES PHARMACEUTICALS PRIVATE LIMITED,2834.0,IN0001050499,Manufacturing
GEZE INDIA PRIVATE LIMITED,3441.0,IN0003140423,Manufacturing
GHAZIABAD ALIGARH EXPRESSWAY PRIVATE LIMITED,6531.0,IN0003146233,"Finance, Insurance, and Real Estate"
GIGAPLEX ESTATE PRIVATE LIMITED,1629.0,IN0003153492,Construction
GITS FOOD PRODUCTS PRIVATE LIMITED,2099.0,IN0003170811,Manufacturing
GLAND PHARMA LTD,2834.0,IN38117FI,Manufacturing
GLENMARK LIFE SCIENCES LIMITED,2834.0,IN001864318IND,Manufacturing
GLOBAL CALCIUM PRIVATE LIMITED,2834.0,IN0003186253,Manufacturing
GLOBAL MERCANTILE PRIVATE LIMITED,5085.0,IN0003191196,Wholesale Trade
GLOBAL TEXTILE ALLIANCE INDIA PRIVATE LIMITED,2299.0,IN0003194158,Manufacturing
GLOBALIZATION HR SOLUTIONS INDIA PRIVATE LIMITED,7389.0,IN0016703635,Services
GLOBALLOGIC INDIA PRIVATE LIMITED,7389.0,IN0003195251,Services
GLOBUS SPIRITS LIMITED,5182.0,IN34640FI,Wholesale Trade
GLORYBIRD INDIA PRIVATE LIMITED,7375.0,IN0013189439,Services
GMFC LABS PRIVATE LIMITED,2819.0,IN0014998537,Manufacturing
GMM PFAUDLER LIMITED,3569.0,IN31937FI,Manufacturing
GOA MEDICOS PRIVATE LIMITED,5021.0,IN0003219097,Wholesale Trade
GODAVARI DRUGS LIMITED,2834.0,IN31232FI,Manufacturing
GODAVARI MEGA AQUA FOOD PARK PRIVATE LIMITED,711.0,IN0012501771,Services
GODREJ AGROVET LIMITED,119.0,IN36941FI,Mining
GOLDEN CHOCOLATES PRIVATE LIMITED,2091.0,IN0003246832,Manufacturing
GOLDEN SANDHAR MILLS LIMITED,2061.0,IN0000242471,Manufacturing
GOLFLINKS SOFTWARE PARK PRIVATE LIMITED,1796.0,IN0003271975,Construction
GOODRICH AEROSPACE SERVICES PRIVATE LIMITED,3721.0,IN0003285712,Manufacturing
GOODRICH LOGISTICS PRIVATE LIMITED,4412.0,IN0005720548,"Transportation, Communications, Electric, Gas, and Sanitary Services"
GOOGLE CLOUD INDIA PRIVATE LIMITED,7375.0,IN0016138896,Services
GOVERDHAN TRANSPORT COMPANY PRIVATE LIMITED,3799.0,IN0003307271,Manufacturing
GOYAL SONS ZAVERI PRIVATE LIMITED,5085.0,IN0003314297,Wholesale Trade
GPRO SERVICES INDIA PRIVATE LIMITED,7389.0,IN0012393504,Services
GPT HEALTHCARE LIMITED,6531.0,IN0003317119,"Finance, Insurance, and Real Estate"
GRANULES INDIA LIMITED,2834.0,IN30983FI,Manufacturing
GREAT GALLEON VENTURES LIMITED,2084.0,IN0004851081,Manufacturing
GREEN PACKAGING INDUSTRIES PRIVATE LIMITED,4783.0,IN0003360847,"Transportation, Communications, Electric, Gas, and Sanitary Services"
GREENERGY WIND CORPORATION PRIVATE LIMITED,4911.0,IN0003371261,"Transportation, Communications, Electric, Gas, and Sanitary Services"
GREENKO ENERGIES PRIVATE LIMITED,4911.0,IN0003374501,"Transportation, Communications, Electric, Gas, and Sanitary Services"
GREENKO RENEWABLE POWER PRIVATE LIMITED,4911.0,IN0008099822,"Transportation, Communications, Electric, Gas, and Sanitary Services"
GREENKO SOLAR ENERGY PRIVATE LIMITED,4911.0,IN0003374586,"Transportation, Communications, Electric, Gas, and Sanitary Services"
GROMA INFRASTRUCTURE LIMITED,8711.0,IN0013162308,Services
GROWEL REMEDIES LIMITED,5021.0,IN0003399131,Wholesale Trade
GT INDIA PRIVATE LIMITED,5085.0,IN0003114935,Wholesale Trade
GTFS MULTI SERVICES LIMITED,8742.0,IN0003406281,Services
GTPL HATHWAY LIMITED,4841.0,IN117653FI,"Transportation, Communications, Electric, Gas, and Sanitary Services"
GTPL KOLKATA CABLE & BROAD BAND PARISEVA LIMITED,4833.0,IN0003407091,"Transportation, Communications, Electric, Gas, and Sanitary Services"
GUJARAT CREDO MINERAL INDUSTRIES LIMITED,3251.0,IN0003413932,Manufacturing
GUJARAT FIBRE GRID NETWORK LIMITED,7389.0,IN0016305405,Services
GUJARAT GAS LIMITED,4923.0,IN116765FI,"Transportation, Communications, Electric, Gas, and Sanitary Services"
GUJARAT INFRAPIPES PRIVATE LIMITED,3312.0,IN0003415288,Manufacturing
GUJARAT STATE PETROLEUM CORPORATION LIMITED,2999.0,IN0000212059,Manufacturing
GUJARAT STATE PETRONET LIMITED,4924.0,IN31466FI,"Transportation, Communications, Electric, Gas, and Sanitary Services"
GUJRAT STELCO PRIVATE LIMITED,5085.0,IN0003418965,Wholesale Trade
GULATI OILS (INDIA) PRIVATE LIMITED,3312.0,IN0007474654,Manufacturing
GUPTA FEED PRODUCTS PRIVATE LIMITED,5085.0,IN0012444966,Wholesale Trade
H WORLD GROUP LIMITED,7011.0,HK0030137112,Services
H. S. JOGANI & SONS PRIVATE LIMITED,2434.0,IN0011975064,Manufacturing
H.L. AGRO PRODUCTS PRIVATE LIMITED,2051.0,IN0010607399,Manufacturing
HAFELE INDIA PRIVATE LIMITED,5021.0,IN0003464508,Wholesale Trade
HAL OFFSHORE LIMITED,8711.0,IN0000237473,Services
HALDIRAM SNACKS PRIVATE LIMITED,7389.0,IN0003470126,Services
HAMLET CONSTRUCTIONS (INDIA ) PRIVATE LIMITED,1629.0,IN0003476126,Construction
HANSGROHE INDIA PRIVATE LIMITED,3269.0,IN0001102202,Manufacturing
HARAGOVIND ENTERPRISES PRIVATE LIMITED,8099.0,IN0014740732,Services
HARI ORGOCHEM PVT LTD,2819.0,IN0003503419,Manufacturing
HARIOM POLYPACKS LIMITED,7389.0,IN0003510056,Services
