Name,SIC,BVD,Year,EBIT,Turnover,Profit,OM,RG,Industry,OM_ind_avg,RG_ind_avg,OM_above,RG_above,is_breakaway_after
20CUBE LOGISTICS SOLUTIONS PRIVATE LIMITED,7389.0,IN0009503939,2021,0.445868536271155,3.05776114519686,0.291529427561909,0.1458153580672992,0.2991897031966704,Services,0.06368512023864017,0.1986062501643714,1,1,True
20CUBE LOGISTICS SOLUTIONS PRIVATE LIMITED,7389.0,IN0009503939,2022,5.16925370320678,64.5572891306132,2.03972669653594,0.08007234772123524,20.112600384768434,Services,0.06368512023864017,0.1986062501643714,1,1,True
360 DEGREE CLOUD TECHNOLOGIES PRIVATE LIMITED,7375.0,IN0002117571,2021,4.54572338605979,10.8893008370678,3.38810224161726,0.41744859969208387,1.028227935599371,Services,0.06368512023864017,0.1986062501643714,1,1,True
360 DEGREE CLOUD TECHNOLOGIES PRIVATE LIMITED,7375.0,IN0002117571,2022,7.06216143162176,15.8547700699791,5.48947984790802,0.44542818347103724,0.4559952293730889,Services,0.06368512023864017,0.1986062501643714,1,1,True
A P I ISPAT AND POWERTECH PRIVATE LIMITED,3312.0,IN0009267861,2021,15.6251858347096,183.708390045166,12.3761497257277,0.08505428538602966,0.7433147215547482,Manufacturing,0.045752558759348694,0.1845466366688896,1,1,True
A P I ISPAT AND POWERTECH PRIVATE LIMITED,3312.0,IN0009267861,2022,20.4565394527629,217.717977970139,13.6032097892758,0.0939588895849869,0.18512811481615787,Manufacturing,0.045752558759348694,0.1845466366688896,1,1,True
A R ELECTRO POWER PRIVATE LIMITED,3679.0,IN0009269374,2021,0.920520656747744,14.0989435374737,0.477659754389897,0.06529004491017958,0.6309272393940153,Manufacturing,0.045752558759348694,0.1845466366688896,1,1,True
A R ELECTRO POWER PRIVATE LIMITED,3679.0,IN0009269374,2022,0.928884483091533,18.0250538706332,0.379763784412295,0.05153296571306737,0.2784684059996594,Manufacturing,0.045752558759348694,0.1845466366688896,1,1,True
A S SHOE ACCESSORIES PRIVATE LIMITED,7389.0,IN0009477494,2021,1.61618110434525,16.97004670077,1.07641634792089,0.0952372808892693,1.1716462867071509,Services,0.06368512023864017,0.1986062501643714,1,1,True
A S SHOE ACCESSORIES PRIVATE LIMITED,7389.0,IN0009477494,2022,1.63666964678951,24.8619428747542,1.04944364240021,0.0658303196590259,0.46504858313831954,Services,0.06368512023864017,0.1986062501643714,1,1,True
A. K. TRADING (PAPER) PRIVATE LIMITED,5999.0,IN0009415877,2021,2.30723512315974,41.9278401010769,1.32944806139246,0.05502871403815718,0.38419913424995844,Retail Trade,0.02750292869206848,0.1957388412206198,1,1,True
