Name,SIC,BVD,Year,EBIT,Turnover,Profit,OM,RG,Industry,OM_ind_avg,RG_ind_avg,OM_above,RG_above,is_breakaway_before
20 MICRONS LTD,5052.0,IN33942FI,2018,8.51713047945686,69.3451171006039,3.59928170689009,0.12282235340522177,0.05445485187913879,Wholesale Trade,0.027372136454592407,-0.006377866658575981,1,1,True
20 MICRONS LTD,5052.0,IN33942FI,2019,7.18503048378043,70.2151051834775,3.19915256494749,0.10232884313147989,0.012545772784714693,Wholesale Trade,0.027372136454592407,-0.006377866658575981,1,1,True
360 DEGREE CLOUD TECHNOLOGIES PRIVATE LIMITED,7375.0,IN0002117571,2018,0.299288860581443,1.88495947366934,0.299213684896007,0.1587773449573613,0.8079486091624837,Services,0.05583825254632889,0.06319574498983938,1,1,True
360 DEGREE CLOUD TECHNOLOGIES PRIVATE LIMITED,7375.0,IN0002117571,2019,1.10271679976983,3.5985150374922,0.823025244809221,0.30643662407433253,0.9090675888575905,Services,0.05583825254632889,0.06319574498983938,1,1,True
A P SECURITAS PRIVATE LIMITED,3612.0,IN0009268652,2018,2.4321213630531,50.7358185510326,1.14478112055734,0.047936969039077425,0.08207523493593283,Manufacturing,0.043299394335849256,0.00940913723614012,1,1,True
A P SECURITAS PRIVATE LIMITED,3612.0,IN0009268652,2019,3.72236312871119,74.0620128200982,1.76414816873604,0.05026008593302844,0.45975791729077864,Manufacturing,0.043299394335849256,0.00940913723614012,1,1,True
A R RAIL VIKAS SERVICES PRIVATE LIMITED,3694.0,IN0009270562,2018,0.714169011637569,11.5062169304118,0.516109994240105,0.0620680990074128,0.5769311523701737,Manufacturing,0.043299394335849256,0.00940913723614012,1,1,True
A R RAIL VIKAS SERVICES PRIVATE LIMITED,3694.0,IN0009270562,2019,1.24824401093647,16.5747172334231,0.929882095288485,0.07531012404962012,0.44050102076685804,Manufacturing,0.043299394335849256,0.00940913723614012,1,1,True
A-ONE FOOTARTS PRIVATE LIMITED,3021.0,IN0009410844,2018,0.641229802843742,7.3050815772973,0.257819350259937,0.08777859577045014,0.0729058670119449,Manufacturing,0.043299394335849256,0.00940913723614012,1,1,True
A-ONE FOOTARTS PRIVATE LIMITED,3021.0,IN0009410844,2019,0.740527060400974,8.6097995444038,0.373096287995763,0.08600979112020118,0.17860416113097166,Manufacturing,0.043299394335849256,0.00940913723614012,1,1,True
A-ONE FOOTWEARS PRIVATE LIMITED,3021.0,IN0009410882,2018,1.18594414539207,14.641001088172,0.537695535763912,0.08100157484109174,0.21892342132396414,Manufacturing,0.043299394335849256,0.00940913723614012,1,1,True
A-ONE FOOTWEARS PRIVATE LIMITED,3021.0,IN0009410882,2019,1.22566419206914,16.1969198011396,0.600983726740535,0.075672671539863,0.10627133374264797,Manufacturing,0.043299394335849256,0.00940913723614012,1,1,True
A2Z ONLINE SERVICES PRIVATE LIMITED,8742.0,IN0009245155,2018,9.04759613824263,36.5315245850457,6.1718023366116,0.24766544076691213,0.23988940635691902,Services,0.05583825254632889,0.06319574498983938,1,1,True
A2Z ONLINE SERVICES PRIVATE LIMITED,8742.0,IN0009245155,2019,9.44008078787383,40.4265789913955,6.80994310730388,0.23351173963750635,0.10662173152073295,Services,0.05583825254632889,0.06319574498983938,1,1,True
AADHAR HOUSING FINANCE LIMITED,6411.0,IN0002459303,2018,141.683036065847,182.702937960997,23.4736077772453,0.7754830745857693,6.486404833836835,"Finance, Insurance, and Real Estate",0.07504282444281225,0.00017954127935848607,1,1,True
AADHAR HOUSING FINANCE LIMITED,6411.0,IN0002459303,2019,135.887477662414,184.18032725025,25.1214081605896,0.7377958313527188,7.01882760612189,"Finance, Insurance, and Real Estate",0.07504282444281225,0.00017954127935848607,1,1,True
AADINATH FLEXIPACK PRIVATE LIMITED,2711.0,IN0015449878,2018,0.839122566321492,9.34507789100111,0.397388793016039,0.08979299863616218,3.4838585732947926,Manufacturing,0.043299394335849256,0.00940913723614012,1,1,True
AADINATH FLEXIPACK PRIVATE LIMITED,2711.0,IN0015449878,2019,1.23478658746043,12.8085607701986,0.637717385774385,0.09640322668674697,0.3706210819850597,Manufacturing,0.043299394335849256,0.00940913723614012,1,1,True
AADITRI HOUSING PRIVATE LIMITED,1796.0,IN0016210084,2018,0.356616103471071,2.51719277092721,0.0372611176233739,0.14167214668255668,425.15444656653204,Construction,0.08523047873136291,0.013264043316039253,1,1,True
